folio,fecha_creacion,hora_creacion,dia_semana,codigo_cierre,fecha_cierre,aÃ±o_cierre,mes_cierre,hora_cierre,delegacion_inicio,incidente_c4,latitud,longitud,clas_con_f_alarma,tipo_entrada,delegacion_cierre,geopoint,mes
C5/190506/06011,06/05/2019,18:18:43,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,18:27:56,CUAUHTEMOC,accidente-choque con lesionados,19.45906002,-99.12729996,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.45906002,-99.12729996",5
C5/190506/05858,06/05/2019,17:57:55,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,18:01:45,TLALPAN,accidente-choque sin lesionados,19.29966003,-99.10946016,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.29966003,-99.10946016",5
C5/190506/02591,06/05/2019,10:38:49,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,10:43:27,MIGUEL HIDALGO,accidente-choque sin lesionados,19.45491003,-99.19297008,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.45491003,-99.19297008",5
C5/190506/01654,06/05/2019,08:17:28,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,09:26:50,IZTAPALAPA,accidente-choque con lesionados,19.34498997,-99.0612,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.34498997,-99.0612",5
C5/190424/02730,24/04/2019,11:46:35,MiÃ©rcoles,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,08:00:44,COYOACAN,accidente-choque con lesionados,19.34384004,-99.13506012,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,"19.34384004,-99.13506012",5
C5/190506/02142,06/05/2019,09:35:21,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,09:46:23,VENUSTIANO CARRANZA,accidente-choque sin lesionados,19.45158003,-99.10900008,EMERGENCIA,LLAMADA DEL 911,VENUSTIANO CARRANZA,"19.45158003,-99.10900008",5
C5/190506/06922,06/05/2019,20:14:46,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,20:21:06,CUAUHTEMOC,lesionado-atropellado,19.46103003,-99.12638016,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.46103003,-99.12638016",5
C5/190506/04575,06/05/2019,15:04:10,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,15:05:15,CUAUHTEMOC,accidente-choque con lesionados,19.45719,-99.14860008,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.45719,-99.14860008",5
C5/190506/03111,06/05/2019,11:47:37,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,12:00:14,CUAUHTEMOC,lesionado-atropellado,19.44495,-99.14514012,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44495,-99.14514012",5
C5/190506/05764,06/05/2019,17:44:31,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,19:04:13,IZTAPALAPA,accidente-choque sin lesionados,19.32947001,-99.04325004,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.32947001,-99.04325004",5
C5/190506/06392,06/05/2019,19:06:45,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,19:12:52,TLALPAN,accidente-choque con lesionados,19.29116997,-99.14976,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.29116997,-99.14976",5
C5/190506/06643,06/05/2019,19:39:34,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,19:47:40,IZTACALCO,accidente-motociclista,19.38013002,-99.12250008,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.38013002,-99.12250008",5
C5/190505/08898,05/05/2019,23:00:19,Domingo,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,00:36:23,IZTAPALAPA,lesionado-atropellado,19.31730003,-99.04758012,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.31730003,-99.04758012",5
C5/190506/03088,06/05/2019,11:45:55,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,11:47:29,CUAUHTEMOC,lesionado-atropellado,19.44495,-99.14514012,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44495,-99.14514012",5
C5/190506/08192,06/05/2019,23:16:33,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,23:20:38,IZTAPALAPA,accidente-choque sin lesionados,19.37232999,-99.08001,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.37232999,-99.08001",5
C5/190506/05381,06/05/2019,16:53:46,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,16:59:45,CUAJIMALPA,accidente-choque sin lesionados,19.362701,-99.273281,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.362701,-99.273281",5
C5/190506/05648,06/05/2019,17:23:58,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,17:32:48,MIGUEL HIDALGO,accidente-choque con lesionados,19.41743997,-99.22804992,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.41743997,-99.22804992",5
C5/190506/05263,06/05/2019,16:37:17,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,16:46:39,BENITO JUAREZ,accidente-choque sin lesionados,19.36436,-99.18215,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36436,-99.18215",5
C5/190506/05842,06/05/2019,17:54:37,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,18:19:25,BENITO JUAREZ,accidente-choque con lesionados,19.37627001,-99.16986996,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.37627001,-99.16986996",5
C5/190506/04803,06/05/2019,15:38:28,Lunes,"(F) El operador/a o despachador/a identifican, antes de dar respuesta a la emergencia, que Ã©sta es falsa. O al ser despachada una unidad de atenciÃ³n a emergencias en el lugar de los hechos se percatan que el incidente no corresponde al reportado inicialmente",06/05/2019,2019,Mayo,15:41:52,CUAUHTEMOC,accidente-choque con lesionados,19.44394002,-99.14537988,FALSA ALARMA,LLAMADA DEL 911,CUAUHTEMOC,"19.44394002,-99.14537988",5
C5/190506/04608,06/05/2019,15:07:52,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,17:21:53,GUSTAVO A. MADERO,lesionado-atropellado,19.47066003,-99.10208988,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.47066003,-99.10208988",5
C5/190506/06089,06/05/2019,18:28:18,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,19:56:01,MAGDALENA CONTRERAS,accidente-motociclista,19.31063004,-99.22501008,URGENCIAS MEDICAS,REDES,MAGDALENA CONTRERAS,"19.31063004,-99.22501008",5
C5/190506/00185,06/05/2019,00:31:38,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,02:20:24,IZTACALCO,accidente-choque sin lesionados,19.39294998,-99.12417984,EMERGENCIA,LLAMADA DEL 911,IZTACALCO,"19.39294998,-99.12417984",5
C5/190506/06657,06/05/2019,19:40:55,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,20:25:19,COYOACAN,accidente-choque sin lesionados,19.34955,-99.15598008,EMERGENCIA,LLAMADA DEL 911,COYOACAN,"19.34955,-99.15598008",5
C5/190506/06708,06/05/2019,19:46:59,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,20:33:25,IZTAPALAPA,accidente-choque con lesionados,19.36314,-99.03089988,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.36314,-99.03089988",5
C5/190506/05118,06/05/2019,16:17:25,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,16:27:09,BENITO JUAREZ,accidente-choque sin lesionados,19.364126,-99.182236,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.364126,-99.182236",5
C5/190505/07448,05/05/2019,19:10:08,Domingo,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,00:55:32,TLALPAN,accidente-choque con lesionados,19.28627003,-99.14922519,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,"19.28627003,-99.14922519",5
C5/190506/01504,06/05/2019,07:50:53,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,09:31:26,IZTAPALAPA,accidente-choque sin lesionados,19.35824004,-99.08569008,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.35824004,-99.08569008",5
C5/190506/04117,06/05/2019,14:05:59,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,19:36:48,ALVARO OBREGON,accidente-choque sin lesionados,19.39716,-99.19293012,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.39716,-99.19293012",5
C5/190506/04395,06/05/2019,14:46:46,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,15:48:25,AZCAPOTZALCO,accidente-choque sin lesionados,19.46870001,-99.18011988,EMERGENCIA,LLAMADA DEL 911,AZCAPOTZALCO,"19.46870001,-99.18011988",5
C5/190506/03165,06/05/2019,11:56:10,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,12:37:37,BENITO JUAREZ,accidente-choque sin lesionados,19.38524004,-99.18306,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.38524004,-99.18306",5
C5/190506/04440,06/05/2019,14:51:22,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,14:54:16,ALVARO OBREGON,accidente-choque con lesionados,19.38906,-99.21197016,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,"19.38906,-99.21197016",5
C5/190506/05266,06/05/2019,16:36:12,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,17:16:16,MIGUEL HIDALGO,accidente-choque con lesionados,19.43434998,-99.17115984,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43434998,-99.17115984",5
C5/190506/07927,06/05/2019,22:30:51,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,22:34:03,IZTAPALAPA,accidente-choque sin lesionados,19.29495996,-99.07786008,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.29495996,-99.07786008",5
C5/190505/08691,05/05/2019,22:24:46,Domingo,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,04:36:06,IZTAPALAPA,accidente-choque sin lesionados,19.32858,-99.05801004,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.32858,-99.05801004",5
C5/190506/07397,06/05/2019,21:15:14,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,21:20:16,TLALPAN,accidente-choque sin lesionados,19.29966003,-99.10946016,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.29966003,-99.10946016",5
CH/190506/03258,06/05/2019,12:08:25,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,19:29:18,CUAUHTEMOC,accidente-choque sin lesionados,19.417345,-99.147671,EMERGENCIA,BOTÃ“N DE AUXILIO,CUAUHTEMOC,"19.417345,-99.147671",5
C5/190505/09089,05/05/2019,23:40:28,Domingo,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,01:51:01,BENITO JUAREZ,accidente-choque con lesionados,19.38852999,-99.13866012,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,"19.38852999,-99.13866012",5
C5/190506/07926,06/05/2019,22:30:10,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,23:41:29,CUAUHTEMOC,accidente-choque sin lesionados,19.41856002,-99.15433992,EMERGENCIA,LLAMADA DEL 911,CUAUHTEMOC,"19.41856002,-99.15433992",5
GA/190505/08947,05/05/2019,23:12:45,Domingo,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,04:02:21,IZTACALCO,accidente-choque sin lesionados,19.39021002,-99.12205008,EMERGENCIA,RADIO,IZTACALCO,"19.39021002,-99.12205008",5
C5/190506/06874,06/05/2019,20:09:30,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,20:13:11,MIGUEL HIDALGO,lesionado-atropellado,19.43786997,-99.18752004,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43786997,-99.18752004",5
C5/190506/07507,06/05/2019,21:30:48,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,22:10:31,CUAJIMALPA,accidente-choque sin lesionados,19.34988003,-99.30220992,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.34988003,-99.30220992",5
C5/190506/02748,06/05/2019,10:59:16,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,11:08:15,BENITO JUAREZ,accidente-choque con lesionados,19.38509001,-99.18767016,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,"19.38509001,-99.18767016",5
C5/190506/03648,06/05/2019,13:00:18,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,14:27:02,GUSTAVO A. MADERO,accidente-choque sin lesionados,19.48257,-99.08643996,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.48257,-99.08643996",5
C5/190506/08305,06/05/2019,23:46:52,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,23:50:18,ALVARO OBREGON,accidente-choque sin lesionados,19.36339002,-99.19114992,EMERGENCIA,LLAMADA DEL 911,ALVARO OBREGON,"19.36339002,-99.19114992",5
C5/190506/03677,06/05/2019,13:02:17,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,13:09:32,IZTAPALAPA,accidente-choque sin lesionados,19.31978997,-99.09317988,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.31978997,-99.09317988",5
C5/190506/01021,06/05/2019,06:07:44,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,08:12:15,IZTAPALAPA,accidente-choque sin lesionados,19.372892,-99.017403,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.372892,-99.017403",5
C5/190506/05992,06/05/2019,18:16:15,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,18:22:42,IZTAPALAPA,accidente-choque sin lesionados,19.35911997,-98.99850996,EMERGENCIA,LLAMADA DEL 911,IZTAPALAPA,"19.35911997,-98.99850996",5
C5/190506/06776,06/05/2019,19:57:47,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,19:59:45,MIGUEL HIDALGO,lesionado-atropellado,19.43791002,-99.18834012,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,"19.43791002,-99.18834012",5
C5/190506/02414,06/05/2019,10:13:22,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,10:33:39,TLALPAN,accidente-choque sin lesionados,19.29792996,-99.15157008,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.29792996,-99.15157008",5
C5/190506/02669,06/05/2019,10:47:52,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,13:56:39,BENITO JUAREZ,accidente-choque sin lesionados,19.38527001,-99.18898992,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.38527001,-99.18898992",5
C5/190506/04971,06/05/2019,15:59:43,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,18:44:04,BENITO JUAREZ,accidente-choque sin lesionados,19.361694,-99.142525,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.361694,-99.142525",5
C5/190506/01378,06/05/2019,07:25:51,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,08:22:14,MIGUEL HIDALGO,accidente-choque sin lesionados,19.42785999,-99.20319984,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.42785999,-99.20319984",5
C5/190506/02783,06/05/2019,11:02:15,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,11:34:14,CUAJIMALPA,accidente-choque sin lesionados,19.32067,-99.320212,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.32067,-99.320212",5
C5/190506/05340,06/05/2019,16:48:31,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,17:01:00,BENITO JUAREZ,accidente-choque sin lesionados,19.36155996,-99.14277996,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.36155996,-99.14277996",5
C5/190506/02927,06/05/2019,11:26:27,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,11:29:22,CUAUHTEMOC,lesionado-atropellado,19.44470997,-99.14370984,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,"19.44470997,-99.14370984",5
C5/190506/01471,06/05/2019,07:44:41,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,08:45:18,CUAJIMALPA,accidente-choque sin lesionados,19.34240004,-99.28163988,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.34240004,-99.28163988",5
C5/190506/07014,06/05/2019,20:26:38,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,20:39:07,TLALPAN,accidente-choque sin lesionados,19.29966003,-99.10946016,EMERGENCIA,LLAMADA DEL 911,TLALPAN,"19.29966003,-99.10946016",5
C5/190506/06393,06/05/2019,19:07:46,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,19:13:55,MIGUEL HIDALGO,accidente-choque sin lesionados,19.44542997,-99.16646004,EMERGENCIA,LLAMADA DEL 911,MIGUEL HIDALGO,"19.44542997,-99.16646004",5
C5/190506/02891,06/05/2019,11:19:21,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,12:32:38,BENITO JUAREZ,accidente-choque sin lesionados,19.39363002,-99.15320016,EMERGENCIA,LLAMADA DEL 911,BENITO JUAREZ,"19.39363002,-99.15320016",5
C5/190506/06613,06/05/2019,19:35:42,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,20:03:53,MAGDALENA CONTRERAS,accidente-choque sin lesionados,19.31949,-99.22872996,EMERGENCIA,LLAMADA DEL 911,MAGDALENA CONTRERAS,"19.31949,-99.22872996",5
C5/190506/05099,06/05/2019,16:14:26,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,21:44:23,CUAJIMALPA,accidente-choque sin lesionados,19.362701,-99.273281,EMERGENCIA,LLAMADA DEL 911,CUAJIMALPA,"19.362701,-99.273281",5
C5/190506/04165,06/05/2019,14:13:51,Lunes,"(N) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos, pero en el sitio del evento nadie solicitÃ³ el apoyo de la unidad",06/05/2019,2019,Mayo,15:20:07,GUSTAVO A. MADERO,accidente-choque sin lesionados,19.47314997,-99.07903008,EMERGENCIA,LLAMADA DEL 911,GUSTAVO A. MADERO,"19.47314997,-99.07903008",5
C5/190506/04394,06/05/2019,14:42:27,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,14:53:40,IZTAPALAPA,accidente-choque con lesionados,19.33947,-98.97653988,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,"19.33947,-98.97653988",5
C5/190506/04204,06/05/2019,14:20:29,Lunes,"(A) La unidad de atenciÃ³n a emergencias fue despachada, llegÃ³ al lugar de los hechos y confirmÃ³ la emergencia reportada",06/05/2019,2019,Mayo,16:41:28,IZTAPALAPA,accidente-choque sin lesionados,19.38311001,-99.06091992,EMERGENCIA,RADIO,IZTAPALAPA,"19.38311001,-99.06091992",5
C5/190506/04226,06/05/2019,14:24:24,Lunes,"(D) El incidente reportado se registrÃ³ en dos o mÃ¡s ocasiones procediendo a mantener un Ãºnico reporte (afirmativo, informativo, negativo o falso) como el identificador para el incidente",06/05/2019,2019,Mayo,14:25:57,IZTACALCO,accidente-choque con lesionados,19.39458996,-99.07333992,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,"19.39458996,-99.07333992",5
